date,tempC,apparentC,wetBulbC,dewPointC,humidity,windKPH,gustKPH,precipProb,precipMM,cloud,cloudLow,cloudMed,cloudHigh,uv,pressurePa,isDaylight,symbol
2026-07-06T20:00:00Z,9.08,6.90,8.27,7.53,0.90,9.36,18.01,0.00,0.00,0.28,0.00,0.12,1.00,0.00,102612.29,0,moon.stars
2026-07-06T21:00:00Z,9.81,7.67,8.81,7.92,0.88,9.33,18.41,0.00,0.00,0.28,0.00,0.18,0.98,0.00,102639.74,0,moon.stars
2026-07-06T22:00:00Z,10.73,8.68,9.43,8.31,0.85,9.14,19.02,0.00,0.00,0.29,0.00,0.22,1.00,0.00,102669.58,1,sun.max
2026-07-06T23:00:00Z,11.73,11.86,10.11,8.76,0.82,8.86,19.63,0.00,0.00,0.29,0.00,0.25,1.00,0.00,102691.62,1,sun.max
2026-07-07T00:00:00Z,12.64,13.16,10.59,8.90,0.78,8.58,19.87,0.00,0.00,0.29,0.00,0.24,1.00,1.00,102689.61,1,sun.max
2026-07-07T01:00:00Z,13.49,14.42,10.98,8.95,0.74,8.24,19.43,0.00,0.00,0.26,0.00,0.19,0.89,2.00,102651.67,1,sun.max
2026-07-07T02:00:00Z,14.40,15.58,11.40,9.00,0.70,7.83,18.49,0.00,0.00,0.23,0.01,0.10,0.75,3.00,102588.98,1,sun.max
2026-07-07T03:00:00Z,15.27,16.62,11.63,8.73,0.65,7.41,17.47,0.00,0.00,0.21,0.02,0.06,0.66,3.00,102516.26,1,sun.max
2026-07-07T04:00:00Z,16.06,17.37,11.99,8.78,0.62,7.06,16.65,0.00,0.00,0.24,0.02,0.12,0.73,2.00,102440.38,1,sun.max
2026-07-07T05:00:00Z,16.64,17.70,12.26,8.84,0.60,6.90,16.17,0.00,0.00,0.30,0.02,0.23,0.86,2.00,102373.00,1,sun.max
2026-07-07T06:00:00Z,16.77,17.45,12.25,8.71,0.59,7.07,16.25,0.00,0.00,0.32,0.02,0.30,0.87,1.00,102330.51,1,sun.max
2026-07-07T07:00:00Z,16.27,15.85,11.94,8.49,0.60,7.70,17.11,0.00,0.00,0.28,0.02,0.27,0.64,0.00,102325.51,1,sun.max
2026-07-07T08:00:00Z,15.25,13.37,11.39,8.25,0.63,8.64,18.48,0.00,0.00,0.20,0.02,0.19,0.29,0.00,102341.26,0,moon.stars
2026-07-07T09:00:00Z,14.09,11.76,10.80,8.05,0.67,9.60,19.81,0.00,0.00,0.14,0.02,0.12,0.04,0.00,102363.66,0,moon.stars
2026-07-07T10:00:00Z,12.84,10.08,10.08,7.71,0.71,10.38,20.75,0.00,0.00,0.08,0.01,0.07,0.00,0.00,102382.87,0,moon.stars
2026-07-07T11:00:00Z,11.58,8.44,9.41,7.49,0.76,11.03,21.40,0.00,0.00,0.02,0.00,0.03,0.00,0.00,102399.06,0,moon.stars
2026-07-07T12:00:00Z,10.51,7.16,8.78,7.20,0.80,11.59,21.97,0.00,0.00,0.02,0.00,0.00,0.05,0.00,102408.67,0,moon.stars
2026-07-07T13:00:00Z,11.15,9.57,9.20,7.46,0.78,7.53,8.96,0.00,0.00,0.29,0.00,0.00,0.31,0.00,102674.47,0,moon.stars
2026-07-07T14:00:00Z,11.14,10.21,9.46,8.00,0.81,7.15,8.06,0.00,0.00,0.66,0.00,0.00,0.68,0.00,102648.60,0,cloud
2026-07-07T15:00:00Z,11.09,10.65,9.60,8.31,0.83,6.89,7.45,0.00,0.00,0.94,0.00,0.04,0.94,0.00,102625.62,0,cloud
2026-07-07T16:00:00Z,10.89,10.57,9.67,8.64,0.86,6.86,7.33,0.00,0.00,1.00,0.00,0.22,1.00,0.00,102606.31,0,cloud
2026-07-07T17:00:00Z,10.70,10.37,9.58,8.62,0.87,6.95,7.51,0.00,0.00,1.00,0.00,0.47,1.00,0.00,102589.99,0,cloud
2026-07-07T18:00:00Z,10.41,10.09,9.39,8.51,0.88,6.95,7.55,0.00,0.00,1.00,0.00,0.59,1.00,0.00,102581.41,0,cloud
2026-07-07T19:00:00Z,9.85,9.29,8.85,7.96,0.88,6.77,7.13,0.00,0.00,0.77,0.00,0.47,0.77,0.00,102586.15,0,cloud
2026-07-07T20:00:00Z,9.25,8.34,8.27,7.36,0.88,6.51,6.57,0.00,0.00,0.45,0.00,0.22,0.45,0.00,102600.74,0,cloud.moon
2026-07-07T21:00:00Z,9.32,8.25,8.17,7.10,0.86,6.27,6.38,0.00,0.00,0.29,0.00,0.04,0.29,0.00,102612.82,0,moon.stars
2026-07-07T22:00:00Z,10.59,9.69,8.94,7.46,0.81,6.16,6.98,0.00,0.00,0.43,0.00,0.00,0.43,0.00,102627.52,1,cloud.sun
